country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,Symbol
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2024-02-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867201126.png,99706.4313333764,Ge Vernova Inc,16176747555.0,275.65,GEV,https://www.gevernova.com/,GEV
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1989-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NLOK.png,16639.979275585287,Gen Digital Inc,16505272900.0,616.2,GEN,https://www.gendigital.com/us/en/,GEN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2010-02-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GNRC.png,8602.113555695305,Generac Holdings Inc,18884363722.0,59.5,GNRC,https://investors.generac.com/,GNRC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1952-04-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GD.png,70554.20325652321,General Dynamics Corp,17038763000.0,274.97,GD,https://www.gd.com,GD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1928-11-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GIS.png,33002.21533371317,General Mills Inc,17637647600.0,551.23,GIS,https://www.generalmills.com/,GIS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,2010-08-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GM.png,47660.58974906591,General Motors Co,13135565000.0,1099.6,GM,https://www.gm.com/,GM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Distributors,1986-08-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GPC.png,16117.109198356648,Genuine Parts Co,16789345000.0,139.04,GPC,https://www.genpt.com/,GPC
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1992-01-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GILD.png,122607.63235641213,Gilead Sciences Inc,16505743000.0,1246.27,GILD,https://www.gilead.com/,GILD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2001-01-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GPN.png,28164.94215305476,Global Payments Inc,17708298030.0,254.49,GPN,https://www.globalpayments.com/,GPN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1980-12-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GL.png,10277.393476791793,Globe Life Inc,19725694000.0,83.95,GL,https://investors.globelifeinsurance.com/,GL
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2015-04-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GDDY.png,29865.459098712632,GoDaddy Inc,14805058800.0,140.39,GDDY,https://investors.godaddy.net/,GDDY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1999-05-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GS.png,196319.32030082305,Goldman Sachs Group Inc,12129021000.0,313.91,GS,https://www.goldmansachs.com/,GS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1948-09-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HAL.png,22410.586775888165,Halliburton Co,12818712699.0,878.5,HAL,https://www.halliburton.com/,HAL
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1985-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HIG.png,32554.759203354544,Hartford Financial Services Group Inc,18605475000.0,289.89,HIG,https://www.thehartford.com/,HIG
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,1968-10-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HAS.png,7901.360396680499,Hasbro Inc,14014318697.0,139.5,HAS,https://shop.hasbro.com/en-in,HAS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,2010-12-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HCA.png,84677.21766639537,HCA Healthcare Inc,16153449551.0,253.3,HCA,https://hcahealthcare.com/,HCA
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1985-05-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950838215036.png,14739.73213,Healthpeak Properties Inc,19494070700.0,699.44,DOC,https://www.healthpeak.com/,DOC
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1995-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HSIC.png,9920.890826161,Henry Schein Inc,16318435500.0,124.68,HSIC,https://www.henryschein.com/,HSIC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1927-12-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HSY.png,29906.048177059696,Hershey Co,17175344200.0,202.35,HSY,https://www.thehersheycompany.com/,HSY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1926-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HES.png,42776.05705141811,Hess Corp,12129978500.0,308.12,HES,https://www.hess.com/,HES
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2015-10-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HPE.png,26911.73399821897,Hewlett Packard Enterprise Co,16782599860.0,1315.33,HPE,https://investors.hpe.com/,HPE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",2013-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HLT.png,62473.455149529225,Hilton Worldwide Holdings Inc,17038831000.0,243.78,HLT,https://www.hilton.com,HLT
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1990-03-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HOLX.png,16188.861599917384,Hologic Inc,15082632900.0,226.94,HOLX,https://www.hologic.com/,HOLX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1984-04-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HD.png,406046.91123594105,Home Depot Inc,17704338211.0,993.36,HD,https://www.homedepot.com/,HD
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Industrial Conglomerates,1985-09-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942965692746.png,144621.51957146244,Honeywell International Inc,17046276200.0,650.25,HON,https://www.honeywell.com/us/en,HON
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1990-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HRL.png,16250.782759199466,Hormel Foods Corp,15074375611.0,549.01,HRL,https://www.hormelfoods.com/,HRL
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1998-12-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959121596.png,11680.777891,Host Hotels & Resorts Inc,12407441000.0,699.03,HST,https://www.hosthotels.com/,HST
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1951-06-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HWM.png,51343.22176969805,Howmet Aerospace Inc,14125531940.0,406.26,HWM,https://www.howmet.com/,HWM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1961-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HPQ.png,30009.52734326154,HP Inc,16508571501.0,937.8,HPQ,https://investor.hp.com/,HPQ
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2009-10-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HUBB.png,21936.76493972696,Hubbell Inc,12037994100.0,53.67,HUBB,https://www.hubbell.com,HUBB
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1971-05-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HUM.png,35280.52582728233,Humana Inc,15025801000.0,120.41,HUM,https://www.humana.com/,HUM
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HBAN.png,24465.345084306977,Huntington Bancshares Inc,16144802265.0,1452.81,HBAN,https://www.huntington.com/,HBAN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,2011-03-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HII.png,7691.264576635912,Huntington Ingalls Industries Inc,17573802000.0,39.13,HII,https://hii.com/,HII
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1915-11-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IBM.png,241082.7248927524,International Business Machines Corp,19144991900.0,924.65,IBM,https://www.ibm.com/,IBM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1989-06-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IEX.png,16572.80229661888,IDEX Corp,18474987070.0,75.72,IEX,https://www.idexcorp.com/,IEX
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1991-06-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IDXX.png,38407.18283790053,IDEXX Laboratories Inc,12075560300.0,81.88,IDXX,https://www.idexx.com/,IDXX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1973-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ITW.png,75431.42994788516,Illinois Tool Works Inc,18476574204.0,295.3,ITW,https://www.itw.com/,ITW
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1993-12-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INCY.png,14206.030379619742,Incyte Corp,13024986700.0,192.65,INCY,https://www.incyte.com/,INCY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,2017-05-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IR.png,37282.683071071435,Ingersoll Rand Inc,14142124700.0,403.01,IR,https://www.irco.com/,IR
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2007-05-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PODD.png,19563.378199843377,Insulet Corp,19786007000.0,70.14,PODD,https://www.omnipod.com,PODD
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1971-10-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INTC.png,83585.94131261348,Intel Corp,14087658080.0,4313.0,INTC,https://www.intel.com/,INTC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2005-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ICE.png,92092.17208334152,Intercontinental Exchange Inc,17708574700.0,574.18,ICE,https://www.ice.com/,ICE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1964-03-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IFF.png,22090.952147599037,International Flavors & Fragrances Inc,12127655500.0,255.68,IFF,https://www.iff.com/,IFF
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,1941-10-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IP.png,19395.805464269637,International Paper Co,19014197000.0,347.41,IP,https://www.internationalpaper.com/,IP
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,1971-08-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IPG.png,10806.732145901638,Interpublic Group of Companies Inc,12127041200.0,372.51,IPG,https://www.interpublic.com/,IPG
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1993-03-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INTU.png,168162.80662066813,Intuit Inc,16509446000.0,279.92,INTU,https://www.intuit.com/,INTU
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2000-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ISRG.png,206067.61871549697,Intuitive Surgical Inc,14085232100.0,356.18,ISRG,https://www.intuitivesurgical.com/,ISRG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1995-08-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IVZ.png,8242.728329647425,Invesco Ltd,14048920896.0,449.44,IVZ,https://www.invesco.com/,IVZ
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2017-02-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950527954066.png,19082.662019,Invitation Homes Inc,19724213600.0,612.61,INVH,https://www.invitationhomes.com/,INVH
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,2013-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IQV.png,36138.46510975968,IQVIA Holdings Inc,19199982000.0,181.5,IQV,https://ir.iqvia.com/,IQV
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1996-02-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950443403966.png,29806.771538,Iron Mountain Inc,16175354781.0,293.46,IRM,https://www.ironmountain.com,IRM
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1983-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JBHT.png,16868.851768442357,J B Hunt Transport Services Inc,14798200000.0,101.99,JBHT,https://www.jbhunt.com/,JBHT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1998-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JBL.png,17468.639128088907,Jabil Inc,17275779749.0,111.69,JBL,https://www.jabil.com/,JBL
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1985-11-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JKHY.png,12751.831027053591,Jack Henry & Associates Inc,14172356652.0,72.96,JKHY,https://www.jackhenry.com,JKHY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1989-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950834406116.png,17211.0944462736,Jacobs Solutions Inc,12145838500.0,124.02,J,https://www.jacobs.com/,J
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1944-09-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JNJ.png,365645.6974609181,Johnson & Johnson,17325242455.0,2407.62,JNJ,https://www.jnj.com/,JNJ
IE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,1991-08-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JCI.png,50830.71533184615,Johnson Controls International PLC,3534145241200.0,662.19,JCI,https://www.johnsoncontrols.com/,JCI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1969-03-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JPM.png,751160.9848246749,JPMorgan Chase & Co,12122706000.0,2815.34,JPM,https://www.jpmorganchase.com/,JPM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,1999-06-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JNPR.png,11452.370449858005,Juniper Networks Inc,14087452000.0,329.16,JNPR,https://www.juniper.net/,JNPR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1952-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/K.png,28182.501992619604,Kellanova,12699612000.0,344.7,K,https://www.kellanova.com/,K
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,2023-05-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950835574756.png,40703.37733527525,Kenvue Inc,17325240400.0,1917.26,KVUE,https://www.kenvue.com,KVUE
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,2008-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KDP.png,44138.99847847912,Keurig Dr Pepper Inc,17814187000.0,1356.45,KDP,https://www.keurigdrpepper.com/,KDP
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KEY.png,19335.55111490656,KeyCorp,12166896300.0,991.28,KEY,https://www.key.com,KEY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2014-10-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KEYS.png,30486.98708792195,Keysight Technologies Inc,18774244536.0,173.17,KEYS,https://www.keysight.com/us/en/home.html,KEYS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1929-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KMB.png,43503.16053860391,Kimberly-Clark Corp,19722811200.0,333.49,KMB,https://www.kimberly-clark.com/en-us,KMB
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1991-11-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950837611476.png,15133.128413,Kimco Realty Corp,15168699000.0,674.08,KIM,https://www.kimcorealty.com/,KIM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2011-02-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KMI.png,61272.83394997088,Kinder Morgan Inc,17133699000.0,2221.64,KMI,https://www.kindermorgan.com/,KMI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2010-07-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950831440326.png,144976.73441103144,KKR & Co Inc,12127508300.0,888.23,KKR,https://ir.kkr.com/,KKR
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1980-10-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KLAC.png,99010.32609785428,KLA Corp,14088753000.0,133.76,KLAC,https://www.kla.com/,KLAC
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2015-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KHC.png,35404.64203655228,Kraft Heinz Co,14124565700.0,1209.17,KHC,https://www.kraftheinzcompany.com/,KHC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1928-01-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KR.png,45825.97640071188,Kroger Co,15137624000.0,723.61,KR,https://www.thekrogerco.com/,KR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1955-07-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LHX.png,40357.63376063365,L3Harris Technologies Inc,13217279100.0,189.67,LHX,https://www.l3harris.com/,LHX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1991-04-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872209396.png,20730.827072901044,Labcorp Holdings Inc,13362291127.0,83.64,LH,https://www.labcorp.com/,LH
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1984-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LRCX.png,103179.27873394128,Lam Research Corp,15106590200.0,1286.68,LRCX,https://www.lamresearch.com/,LRCX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,2016-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LW.png,8599.807684310977,Lamb Weston Holdings Inc,12089381047.0,142.64,LW,https://www.lambweston.com/,LW
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",2004-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LVS.png,32575.4277522566,Las Vegas Sands Corp,17029239000.0,725.03,LVS,https://www.sands.com/,LVS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,2006-10-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LDOS.png,18900.799227357253,Leidos Holdings Inc,15715266000.0,133.43,LDOS,https://www.leidos.com/,LDOS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1972-07-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEN.png,33338.304885374884,Lennar Corp,13055594000.0,271.24,LEN,https://www.lennar.com/,LEN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,1999-07-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LII.png,20765.877761618023,Lennox International Inc,19724975000.0,35.62,LII,https://www.lennox.com/,LII
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1970-07-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LLY.png,769353.9177510102,Eli Lilly and Co,13172762000.0,949.32,LLY,https://www.lilly.com/,LLY
GB,USD,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,2018-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950838588696.png,216275.67646024536,Linde PLC,N/A,476.16,LIN,https://www.linde.com/,LIN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,2005-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYV.png,33630.594146231684,Live Nation Entertainment Inc,13108677200.0,232.35,LYV,https://www.livenationentertainment.com/,LYV
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,2003-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LKQ.png,9608.118871741106,LKQ Corp,16157815200.0,259.96,LKQ,https://www.lkqcorp.com/,LKQ
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1961-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LMT.png,107199.45397470157,Lockheed Martin Corp,13018976000.0,237.04,LMT,https://www.lockheedmartin.com/,LMT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1959-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/L.png,18582.88799692592,Loews Corp,12125212000.0,217.78,L,https://www.loews.com/,L
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1979-12-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LOW.png,144832.73602188507,Lowe's Companies Inc,17047581000.0,564.65,LOW,https://www.lowes.com/,LOW
CA,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Textiles, Apparel & Luxury Goods",2007-05-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LULU.png,52065.62380860648,Lululemon Athletica Inc,16047326124.0,121.78,LULU,https://shop.lululemon.com/,LULU
GB,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2010-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYB.png,24778.943254394977,LyondellBasell Industries NV,442072202600.0,324.76,LYB,https://www.lyondellbasell.com/,LYB
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTB.png,32501.242134256412,M&T Bank Corp,17168425390.0,165.92,MTB,https://www.mtb.com/,MTB
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2011-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MPC.png,47244.177317129914,Marathon Petroleum Corp,14194222121.0,321.39,MPC,https://www.marathonpetroleum.com/,MPC
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2004-11-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MKTX.png,8226.71553290645,Marketaxess Holdings Inc,12128316000.0,37.7,MKTX,https://www.marketaxess.com/,MKTX
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1998-03-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAR.png,80716.92542121484,Marriott International Inc,13013803000.0,277.89,MAR,https://www.marriott.com/,MAR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1969-06-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMC.png,107698.04076425156,Marsh & McLennan Companies Inc,12123455000.0,491.12,MMC,https://www.marshmclennan.com/,MMC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,1994-02-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MLM.png,32756.222489740037,Martin Marietta Materials Inc,19197814550.0,61.12,MLM,https://www.martinmarietta.com/,MLM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,1969-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAS.png,16750.743259236628,Masco Corp,13132747400.0,215.75,MAS,https://masco.com/,MAS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2006-05-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MA.png,517574.9844374904,Mastercard Inc,19142492000.0,917.83,MA,https://www.mastercard.us/,MA
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1992-12-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTCH.png,8888.621711361344,Match Group Inc,12145769352.0,251.09,MTCH,https://www.mtch.com/,MTCH
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MKC.png,20920.91963112508,McCormick & Company Inc,14107717301.0,268.36,MKC,https://www.mccormick.com/,MKC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1965-04-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCD.png,207855.54985632733,McDonald's Corp,16306233000.0,716.62,MCD,https://www.mcdonalds.com/,MCD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1994-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCK.png,76141.20717955017,Mckesson Corp,19724464800.0,126.94,MCK,https://www.mckesson.com/,MCK
IE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1977-11-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDT.png,116085.31900933552,Medtronic PLC,1135314381700.0,1282.29,MDT,https://www.medtronic.com/,MDT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1941-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRK.png,252432.34993334443,Merck & Co Inc,19087404000.0,2529.64,MRK,https://www.merck.com/,MRK
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2012-05-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FB.png,1760389.5321263513,Meta Platforms Inc,16505434800.0,2524.49,META,https://www.meta.com/,META
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,2000-04-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MET.png,59195.02232619788,MetLife Inc,12125785500.0,692.42,MET,https://www.metlife.com/,MET
